case,solve_sequence,method,l,selected_indices,pair_coverage_value,n_captured_routes,has_improving_route,unrestricted_best_rc,restricted_best_rc,normalized_rc_regret,contains_unrestricted_best
n15_sc3_s42_ms4,7,marginal_rho,8,1;2;3;5;6;8;10;15,47927.32177138461,10,true,-2219.833786910658,-2188.0969715591855,0.014296933193201248,false
n15_sc3_s42_ms4,7,theta_load,8,1;3;4;9;10;11;12;15,48123.16893313354,64,true,-2219.833786910658,-2032.0342480020172,0.08460072101614484,false
n15_sc3_s42_ms4,7,pair,8,1;2;3;4;5;7;8;11,48645.736905891026,14,true,-2219.833786910658,-1057.6422746122953,0.5235488887281892,false
n15_sc3_s42_ms4,7,pair_travel_025,8,1;2;3;4;9;10;12;15,29072.727059851928,51,true,-2219.833786910658,-2203.907923092567,0.007174349679691511,false
n15_sc3_s42_ms4,7,pair_travel_050,8,1;2;3;4;9;10;12;15,15521.94411382766,51,true,-2219.833786910658,-2203.907923092567,0.007174349679691511,false
n15_sc3_s42_ms4,7,pair_travel_100,8,1;2;3;4;5;6;10;12,600.0000000000009,37,true,-2219.833786910658,-2203.907923092567,0.007174349679691511,false
n15_sc3_s42_ms4,7,theta4_pair,8,1;2;3;5;8;9;10;11,48522.62787981644,28,true,-2219.833786910658,-2219.833786910658,0.0,true
n15_sc3_s42_ms4,7,theta4_pair_travel_050,8,1;3;4;9;10;11;12;15,15521.94411382766,64,true,-2219.833786910658,-2032.0342480020172,0.08460072101614484,false
n15_sc3_s42_ms4,8,marginal_rho,8,1;2;3;4;5;6;10;15,47890.93191070303,18,true,-2109.9155218293,-2069.170276375675,0.019311316037098448,false
n15_sc3_s42_ms4,8,theta_load,8,1;3;4;9;10;11;12;15,48112.72035671358,68,true,-2109.9155218293,-2109.9155218293,0.0,true
n15_sc3_s42_ms4,8,pair,8,1;2;3;4;5;7;8;13,48623.36152950486,0,false,-2109.9155218293,,,false
n15_sc3_s42_ms4,8,pair_travel_025,8,1;2;3;4;9;10;12;15,29200.223466688964,55,true,-2109.9155218293,-2109.9155218293,0.0,true
n15_sc3_s42_ms4,8,pair_travel_050,8,1;3;4;5;9;10;12;15,15441.931053801736,38,true,-2109.9155218293,-2109.9155218293,0.0,true
n15_sc3_s42_ms4,8,pair_travel_100,8,1;2;3;4;5;6;10;12,600.0000000000009,36,true,-2109.9155218293,-2069.170276375675,0.019311316037098448,false
n15_sc3_s42_ms4,8,theta4_pair,8,1;2;3;5;8;9;10;11,48495.50300933924,29,true,-2109.9155218293,-2085.0961401937675,0.01176321107586998,false
n15_sc3_s42_ms4,8,theta4_pair_travel_050,8,1;3;4;9;10;11;12;15,15441.931053801736,68,true,-2109.9155218293,-2109.9155218293,0.0,true
n15_sc3_s42_ms4,9,marginal_rho,8,1;2;3;5;6;10;13;15,48055.381560401074,10,true,-2430.9446124763235,-884.8103607715966,0.6360219989256484,false
n15_sc3_s42_ms4,9,theta_load,8,1;3;4;9;10;11;12;15,48190.31324219532,40,true,-2430.9446124763235,-2430.9446124763235,0.0,true
n15_sc3_s42_ms4,9,pair,8,1;2;3;4;5;8;11;13,48918.07472795225,8,true,-2430.9446124763235,-1271.2956354663365,0.47703636317270537,false
n15_sc3_s42_ms4,9,pair_travel_025,8,1;2;3;4;9;10;12;15,26924.76330356737,38,true,-2430.9446124763235,-2430.9446124763235,0.0,true
n15_sc3_s42_ms4,9,pair_travel_050,8,1;3;4;5;9;10;12;15,13174.823659354557,26,true,-2430.9446124763235,-2430.9446124763235,0.0,true
n15_sc3_s42_ms4,9,pair_travel_100,8,1;2;3;4;5;6;9;12,400.0000000000018,31,true,-2430.9446124763235,-2430.9446124763235,0.0,true
n15_sc3_s42_ms4,9,theta4_pair,8,1;2;3;5;8;9;10;11,48780.37437814698,17,true,-2430.9446124763235,-1788.7382630770735,0.26417975387150244,false
n15_sc3_s42_ms4,9,theta4_pair_travel_050,8,1;3;4;9;10;11;12;15,13174.823659354557,40,true,-2430.9446124763235,-2430.9446124763235,0.0,true
n15_sc3_s42_ms4,10,marginal_rho,8,1;2;3;5;6;10;13;15,46228.63818918169,1,true,-1657.7253425276303,-602.7169406878565,0.6364192998528581,false
n15_sc3_s42_ms4,10,theta_load,8,1;3;4;9;10;11;12;15,47328.77311942171,43,true,-1657.7253425276303,-1657.7253425276303,0.0,true
n15_sc3_s42_ms4,10,pair,8,1;2;3;4;5;7;8;11,47982.42281324626,4,true,-1657.7253425276303,-657.4022285242263,0.6034311525202077,false
n15_sc3_s42_ms4,10,pair_travel_025,8,1;3;4;9;10;11;12;15,28062.136986238915,43,true,-1657.7253425276303,-1657.7253425276303,0.0,true
n15_sc3_s42_ms4,10,pair_travel_050,8,1;2;3;4;9;10;12;15,15417.813831620537,33,true,-1657.7253425276303,-1657.7253425276303,0.0,true
n15_sc3_s42_ms4,10,pair_travel_100,8,1;2;3;4;5;6;7;12,757.6022992936523,14,true,-1657.7253425276303,-1275.3416785747522,0.23066768308544736,false
n15_sc3_s42_ms4,10,theta4_pair,8,1;2;3;5;8;9;10;11,47822.28662839022,12,true,-1657.7253425276303,-1591.6528503640875,0.03985732163736984,false
n15_sc3_s42_ms4,10,theta4_pair_travel_050,8,1;3;4;9;10;11;12;15,15417.813831620537,43,true,-1657.7253425276303,-1657.7253425276303,0.0,true
n15_sc3_s42_ms4,11,marginal_rho,8,1;2;3;5;6;8;10;15,46146.22534545324,1,true,-1001.2624671139638,-42.662749420389446,0.9573910429866003,false
n15_sc3_s42_ms4,11,theta_load,8,1;3;4;9;10;11;12;15,47058.35531232596,26,true,-1001.2624671139638,-1001.2624671139638,0.0,true
n15_sc3_s42_ms4,11,pair,8,1;2;3;4;5;7;8;13,47672.09482461526,0,false,-1001.2624671139638,,,false
n15_sc3_s42_ms4,11,pair_travel_025,8,1;3;4;9;10;11;12;15,27489.569192157855,26,true,-1001.2624671139638,-1001.2624671139638,0.0,true
n15_sc3_s42_ms4,11,pair_travel_050,8,1;2;3;4;9;10;12;15,15500.558483055189,22,true,-1001.2624671139638,-1001.2624671139638,0.0,true
n15_sc3_s42_ms4,11,pair_travel_100,8,1;2;3;4;5;6;7;12,794.4897176544496,4,true,-1001.2624671139638,-541.7475752911232,0.45893550084559254,false
n15_sc3_s42_ms4,11,theta4_pair,8,1;2;3;5;8;9;10;11,47523.64813227134,9,true,-1001.2624671139638,-799.7795156101274,0.2012289066268411,false
n15_sc3_s42_ms4,11,theta4_pair_travel_050,8,1;3;4;9;10;11;12;15,15500.558483055189,26,true,-1001.2624671139638,-1001.2624671139638,0.0,true
n15_sc3_s42_ms4,12,marginal_rho,8,1;2;3;5;10;11;12;15,46699.48415083255,2,true,-531.2271873022055,-425.4925585372366,0.1990384364586716,false
n15_sc3_s42_ms4,12,theta_load,8,1;3;4;9;10;11;12;15,46414.145565134524,9,true,-531.2271873022055,-531.2271873022055,0.0,true
n15_sc3_s42_ms4,12,pair,8,1;2;3;4;5;7;8;11,46971.68946045106,0,false,-531.2271873022055,,,false
n15_sc3_s42_ms4,12,pair_travel_025,8,1;3;4;5;9;10;12;15,26044.004285820338,6,true,-531.2271873022055,-531.2271873022055,0.0,true
n15_sc3_s42_ms4,12,pair_travel_050,8,1;3;4;5;9;10;12;15,13234.967750673966,6,true,-531.2271873022055,-531.2271873022055,0.0,true
n15_sc3_s42_ms4,12,pair_travel_100,8,1;2;3;4;5;6;7;12,568.2631846485265,2,true,-531.2271873022055,-316.6280136178748,0.40396873280178924,false
n15_sc3_s42_ms4,12,theta4_pair,8,1;2;3;5;7;9;10;11,46791.1509225879,3,true,-531.2271873022055,-425.4925585372366,0.1990384364586716,false
n15_sc3_s42_ms4,12,theta4_pair_travel_050,8,1;3;4;9;10;11;12;15,13234.967750673966,9,true,-531.2271873022055,-531.2271873022055,0.0,true
n15_sc3_s42_ms4,13,marginal_rho,8,1;2;3;4;5;6;10;15,45252.183379294525,0,false,-455.27593559995694,,,false
n15_sc3_s42_ms4,13,theta_load,8,1;3;4;9;10;11;12;15,46296.85340386561,9,true,-455.27593559995694,-428.52574981633825,0.058755984430338117,false
n15_sc3_s42_ms4,13,pair,8,1;2;3;4;5;7;8;11,46797.534209911944,0,false,-455.27593559995694,,,false
n15_sc3_s42_ms4,13,pair_travel_025,8,1;2;3;4;9;10;12;15,26912.01872581467,8,true,-455.27593559995694,-428.52574981633825,0.058755984430338117,false
n15_sc3_s42_ms4,13,pair_travel_050,8,1;2;3;4;9;10;12;15,14649.727711914216,8,true,-455.27593559995694,-428.52574981633825,0.058755984430338117,false
n15_sc3_s42_ms4,13,pair_travel_100,8,1;2;3;4;5;6;7;12,499.2096863438528,1,true,-455.27593559995694,-189.89747432962758,0.582895867141796,false
n15_sc3_s42_ms4,13,theta4_pair,8,1;2;3;5;8;9;10;11,46674.425183837346,1,true,-455.27593559995694,-455.27593559995694,0.0,true
n15_sc3_s42_ms4,13,theta4_pair_travel_050,8,1;3;4;9;10;11;12;15,14649.727711914216,9,true,-455.27593559995694,-428.52574981633825,0.058755984430338117,false
n15_sc3_s42_ms4,14,marginal_rho,8,1;2;3;4;5;6;10;15,45237.26715671891,0,false,-394.51654752395734,,,false
n15_sc3_s42_ms4,14,theta_load,8,1;3;4;9;10;11;12;15,46246.45891434299,7,true,-394.51654752395734,-347.6355253349884,0.11883157368987682,false
n15_sc3_s42_ms4,14,pair,8,1;2;3;4;5;7;8;13,46779.04459659579,0,false,-394.51654752395734,,,false
n15_sc3_s42_ms4,14,pair_travel_025,8,1;2;3;4;9;10;12;15,26394.59198453485,6,true,-394.51654752395734,-347.6355253349884,0.11883157368987682,false
n15_sc3_s42_ms4,14,pair_travel_050,8,1;2;3;4;9;10;12;15,14527.785275745215,6,true,-394.51654752395734,-347.6355253349884,0.11883157368987682,false
n15_sc3_s42_ms4,14,pair_travel_100,8,1;2;3;4;5;6;7;12,499.2096863438528,1,true,-394.51654752395734,-119.23365567157089,0.6977727387611534,false
n15_sc3_s42_ms4,14,theta4_pair,8,1;2;3;5;8;9;10;11,46651.18607643017,1,true,-394.51654752395734,-394.51654752395734,0.0,true
n15_sc3_s42_ms4,14,theta4_pair_travel_050,8,1;3;4;9;10;11;12;15,14527.785275745215,7,true,-394.51654752395734,-347.6355253349884,0.11883157368987682,false
n15_sc3_s42_ms4,15,marginal_rho,8,1;2;3;4;5;6;10;15,45573.53623621755,0,false,-69.46402305372067,,,false
n15_sc3_s42_ms4,15,theta_load,8,1;2;3;9;10;11;12;15,46361.567516480485,3,true,-69.46402305372067,-69.46402305372067,0.0,true
n15_sc3_s42_ms4,15,pair,8,1;2;3;4;5;7;8;13,46740.76492279548,0,false,-69.46402305372067,,,false
n15_sc3_s42_ms4,15,pair_travel_025,8,1;3;4;5;9;10;12;15,28171.522605295213,3,true,-69.46402305372067,-69.46402305372067,0.0,true
n15_sc3_s42_ms4,15,pair_travel_050,8,1;2;3;4;9;10;12;15,15301.184356224388,3,true,-69.46402305372067,-69.46402305372067,0.0,true
n15_sc3_s42_ms4,15,pair_travel_100,8,1;2;3;4;5;6;7;12,778.8749231553429,0,false,-69.46402305372067,,,false
n15_sc3_s42_ms4,15,theta4_pair,8,1;2;3;5;8;9;10;11,46600.22089999063,0,false,-69.46402305372067,,,false
n15_sc3_s42_ms4,15,theta4_pair_travel_050,8,1;3;4;9;10;11;12;15,15301.184356224388,3,true,-69.46402305372067,-69.46402305372067,0.0,true
n15_sc3_s42_ms4,16,marginal_rho,8,1;2;3;4;5;6;10;15,45554.307629455354,0,false,-33.524593700869445,,,false
n15_sc3_s42_ms4,16,theta_load,8,1;2;3;9;10;11;12;15,46338.43262031767,3,true,-33.524593700869445,-33.524593700869445,0.0,true
n15_sc3_s42_ms4,16,pair,8,1;2;3;4;5;7;8;13,46738.49500162879,0,false,-33.524593700869445,,,false
n15_sc3_s42_ms4,16,pair_travel_025,8,1;2;3;4;9;10;12;15,28147.988693510655,2,true,-33.524593700869445,-33.524593700869445,0.0,true
n15_sc3_s42_ms4,16,pair_travel_050,8,1;2;3;4;9;10;12;15,15274.315451715102,2,true,-33.524593700869445,-33.524593700869445,0.0,true
n15_sc3_s42_ms4,16,pair_travel_100,8,1;2;3;4;5;6;7;12,795.2435086938576,0,false,-33.524593700869445,,,false
n15_sc3_s42_ms4,16,theta4_pair,8,1;2;3;5;8;9;10;11,46590.721665740384,1,true,-33.524593700869445,-11.169372511949405,0.6668304883390807,false
n15_sc3_s42_ms4,16,theta4_pair_travel_050,8,1;3;4;9;10;11;12;15,15274.315451715102,3,true,-33.524593700869445,-33.524593700869445,0.0,true
n15_sc3_s42_ms4,17,marginal_rho,8,1;2;3;4;5;6;10;13,45595.96009448768,0,false,-23.450937415685985,,,false
n15_sc3_s42_ms4,17,theta_load,8,1;2;3;9;10;11;12;15,46344.43425727594,3,true,-23.450937415685985,-23.450937415685985,0.0,true
n15_sc3_s42_ms4,17,pair,8,1;2;3;4;5;7;8;13,46744.360262827715,0,false,-23.450937415685985,,,false
n15_sc3_s42_ms4,17,pair_travel_025,8,1;2;3;4;9;10;12;15,28085.81394936754,2,true,-23.450937415685985,-15.050147195184763,0.35822833311908703,false
n15_sc3_s42_ms4,17,pair_travel_050,8,1;2;3;4;9;10;12;15,15212.140707571984,2,true,-23.450937415685985,-15.050147195184763,0.35822833311908703,false
n15_sc3_s42_ms4,17,pair_travel_100,8,1;2;3;4;5;6;7;12,594.8007869734361,0,false,-23.450937415685985,,,false
n15_sc3_s42_ms4,17,theta4_pair,8,1;2;3;5;8;9;10;11,46594.04176675073,1,true,-23.450937415685985,-23.450937415685985,0.0,true
n15_sc3_s42_ms4,17,theta4_pair_travel_050,8,1;3;4;9;10;11;12;15,15212.140707571984,2,true,-23.450937415685985,-15.050147195184763,0.35822833311908703,false
n15_sc3_s42_ms4,18,marginal_rho,8,1;2;3;4;5;6;10;13,45603.124471651514,0,false,-46.90187483137015,,,false
n15_sc3_s42_ms4,18,theta_load,8,1;2;3;9;10;11;12;15,46346.49648175497,2,true,-46.90187483137015,-46.90187483137015,0.0,true
n15_sc3_s42_ms4,18,pair,8,1;2;3;4;5;7;8;13,46751.52463999154,0,false,-46.90187483137015,,,false
n15_sc3_s42_ms4,18,pair_travel_025,8,1;3;4;5;9;10;12;15,28106.479830154247,2,true,-46.90187483137015,-46.90187483137015,0.0,true
n15_sc3_s42_ms4,18,pair_travel_050,8,1;2;3;4;9;10;12;15,15232.80658835869,2,true,-46.90187483137015,-46.90187483137015,0.0,true
n15_sc3_s42_ms4,18,pair_travel_100,8,1;2;3;4;5;6;7;12,594.8007869734361,0,false,-46.90187483137015,,,false
n15_sc3_s42_ms4,18,theta4_pair,8,1;2;3;5;8;9;10;11,46585.0604676978,0,false,-46.90187483137015,,,false
n15_sc3_s42_ms4,18,theta4_pair_travel_050,8,1;3;4;9;10;11;12;15,15232.80658835869,2,true,-46.90187483137015,-46.90187483137015,0.0,true
n15_sc3_s42_ms4,19,marginal_rho,8,1;2;3;4;5;6;10;13,45603.12447165151,0,false,-16.506372650515914,,,false
n15_sc3_s42_ms4,19,theta_load,8,1;2;3;9;10;11;12;15,46346.49648175497,1,true,-16.506372650515914,-16.506372650515914,0.0,true
n15_sc3_s42_ms4,19,pair,8,1;2;3;4;5;7;8;13,46751.52463999155,0,false,-16.506372650515914,,,false
n15_sc3_s42_ms4,19,pair_travel_025,8,1;3;4;5;9;10;12;15,28101.280617127682,1,true,-16.506372650515914,-16.506372650515914,0.0,true
n15_sc3_s42_ms4,19,pair_travel_050,8,1;2;3;4;9;10;12;15,15227.607375332123,1,true,-16.506372650515914,-16.506372650515914,0.0,true
n15_sc3_s42_ms4,19,pair_travel_100,8,1;2;3;4;5;6;7;12,594.8007869734361,0,false,-16.506372650515914,,,false
n15_sc3_s42_ms4,19,theta4_pair,8,1;2;3;5;8;9;10;11,46585.0604676978,0,false,-16.506372650515914,,,false
n15_sc3_s42_ms4,19,theta4_pair_travel_050,8,1;3;4;9;10;11;12;15,15227.607375332123,1,true,-16.506372650515914,-16.506372650515914,0.0,true
n15_sc3_s42_ms4,22,marginal_rho,8,1;2;3;4;5;6;10;13,45619.630844302024,0,false,-892.9459716682886,,,false
n15_sc3_s42_ms4,22,theta_load,8,1;2;3;9;10;11;12;15,46363.00285440549,7,true,-892.9459716682886,-892.9459716682886,0.0,true
n15_sc3_s42_ms4,22,pair,8,1;2;3;4;5;7;8;13,46768.031012642066,0,false,-892.9459716682886,,,false
n15_sc3_s42_ms4,22,pair_travel_025,8,1;3;4;5;9;10;12;15,28101.280617127682,8,true,-892.9459716682886,-892.9459716682886,0.0,true
n15_sc3_s42_ms4,22,pair_travel_050,8,1;2;3;4;9;10;12;15,15227.607375332125,8,true,-892.9459716682886,-892.9459716682886,0.0,true
n15_sc3_s42_ms4,22,pair_travel_100,8,1;2;3;4;5;6;7;12,594.8007869734361,4,true,-892.9459716682886,-363.0018705315324,0.5934783491398288,false
n15_sc3_s42_ms4,22,theta4_pair,8,1;2;3;5;8;9;10;11,46601.566840348314,3,true,-892.9459716682886,-254.163583942096,0.7153651038178236,false
n15_sc3_s42_ms4,22,theta4_pair_travel_050,8,1;3;4;9;10;11;12;15,15227.607375332125,11,true,-892.9459716682886,-892.9459716682886,0.0,true
n15_sc3_s42_ms4,23,marginal_rho,8,1;2;3;4;6;10;13;14,41929.43533994752,0,false,-909.7418153489089,,,false
n15_sc3_s42_ms4,23,theta_load,8,1;2;3;9;10;11;12;15,47428.36450679127,8,true,-909.7418153489089,-909.7418153489089,0.0,true
n15_sc3_s42_ms4,23,pair,8,1;2;3;4;5;7;8;13,47823.40853949605,0,false,-909.7418153489089,,,false
n15_sc3_s42_ms4,23,pair_travel_025,8,1;3;4;5;9;10;12;15,28631.494048149987,7,true,-909.7418153489089,-909.7418153489089,0.0,true
n15_sc3_s42_ms4,23,pair_travel_050,8,1;2;3;4;5;9;10;12,15189.812581367227,7,true,-909.7418153489089,-909.7418153489089,0.0,true
n15_sc3_s42_ms4,23,pair_travel_100,8,1;2;3;4;5;6;7;12,577.5498354400552,1,true,-909.7418153489089,-359.1812416336943,0.605183321714261,false
n15_sc3_s42_ms4,23,theta4_pair,8,1;2;3;5;8;9;10;11,47667.01789030141,3,true,-909.7418153489089,-267.53546594965337,0.7059215467115285,false
n15_sc3_s42_ms4,23,theta4_pair_travel_050,8,1;2;3;4;9;10;11;12,15189.812581367227,10,true,-909.7418153489089,-909.7418153489089,0.0,true
n15_sc3_s42_ms4,24,marginal_rho,8,1;2;3;4;6;10;13;14,42398.103795305506,0,false,-920.5869899568352,,,false
n15_sc3_s42_ms4,24,theta_load,8,1;2;3;9;10;11;12;15,47830.270513604926,7,true,-920.5869899568352,-920.5869899568352,0.0,true
n15_sc3_s42_ms4,24,pair,8,1;2;3;4;5;7;8;13,48225.29369366729,0,false,-920.5869899568352,,,false
n15_sc3_s42_ms4,24,pair_travel_025,8,1;2;3;4;9;10;12;15,28958.377369174214,7,true,-920.5869899568352,-920.5869899568352,0.0,true
n15_sc3_s42_ms4,24,pair_travel_050,8,1;3;4;5;7;9;10;12,16118.320871705768,7,true,-920.5869899568352,-920.5869899568352,0.0,true
n15_sc3_s42_ms4,24,pair_travel_100,8,1;2;3;4;5;6;7;12,725.4287786684299,3,true,-920.5869899568352,-373.51429169051517,0.5942650767766894,false
n15_sc3_s42_ms4,24,theta4_pair,8,1;2;3;5;8;9;10;11,48068.903044472674,2,true,-920.5869899568352,-281.8046022306389,0.6938859604741402,false
n15_sc3_s42_ms4,24,theta4_pair_travel_050,8,1;3;4;5;9;10;11;12,16118.320871705768,9,true,-920.5869899568352,-920.5869899568352,0.0,true
n15_sc3_s42_ms4,25,marginal_rho,8,1;2;3;4;6;10;13;14,42619.21212997973,0,false,-1361.1779354927166,,,false
n15_sc3_s42_ms4,25,theta_load,8,1;2;3;9;10;11;12;15,48198.45240920545,9,true,-1361.1779354927166,-1361.1779354927166,0.0,true
n15_sc3_s42_ms4,25,pair,8,1;2;3;4;5;7;8;13,48549.038449063126,0,false,-1361.1779354927166,,,false
n15_sc3_s42_ms4,25,pair_travel_025,8,1;2;3;4;9;10;12;15,28473.083160162012,9,true,-1361.1779354927166,-1361.1779354927166,0.0,true
n15_sc3_s42_ms4,25,pair_travel_050,8,1;3;4;5;7;9;10;12,15540.411794588856,9,true,-1361.1779354927166,-1361.1779354927166,0.0,true
n15_sc3_s42_ms4,25,pair_travel_100,8,1;2;3;4;5;6;7;12,399.99999999999955,2,true,-1361.1779354927166,-831.8160658293,0.38889983143298545,false
n15_sc3_s42_ms4,25,theta4_pair,8,1;2;3;5;8;9;10;11,48421.17992889751,2,true,-1361.1779354927166,-718.971586093463,0.4718019096943333,false
n15_sc3_s42_ms4,25,theta4_pair_travel_050,8,1;3;4;5;9;10;11;12,15540.411794588856,12,true,-1361.1779354927166,-1361.1779354927166,0.0,true
n15_sc3_s42_ms4,26,marginal_rho,8,1;2;3;4;6;10;13;14,42495.78878192195,0,false,-896.3495093179554,,,false
n15_sc3_s42_ms4,26,theta_load,8,1;2;3;9;10;11;12;15,47866.19773891365,4,true,-896.3495093179554,-896.3495093179554,0.0,true
n15_sc3_s42_ms4,26,pair,8,1;2;3;4;5;7;8;13,48216.783778771336,0,false,-896.3495093179554,,,false
n15_sc3_s42_ms4,26,pair_travel_025,8,1;2;3;4;9;10;12;15,28895.923811104163,4,true,-896.3495093179554,-896.3495093179554,0.0,true
n15_sc3_s42_ms4,26,pair_travel_050,8,1;3;4;5;7;9;10;12,16003.55778026137,4,true,-896.3495093179554,-896.3495093179554,0.0,true
n15_sc3_s42_ms4,26,pair_travel_100,8,1;2;3;4;5;6;7;12,594.8007869734374,1,true,-896.3495093179554,-365.18182222732867,0.5925899234270786,false
n15_sc3_s42_ms4,26,theta4_pair,8,1;2;3;5;8;9;10;11,48088.92525860572,1,true,-896.3495093179554,-257.5671215917646,0.7126487838569232,false
n15_sc3_s42_ms4,26,theta4_pair_travel_050,8,1;3;4;5;9;10;11;12,16003.55778026137,5,true,-896.3495093179554,-896.3495093179554,0.0,true
n15_sc3_s42_ms4,27,marginal_rho,8,1;2;3;4;6;10;13;14,42996.409895804,0,false,-866.7194386623651,,,false
n15_sc3_s42_ms4,27,theta_load,8,2;3;4;9;10;11;12;15,45163.864409687834,4,true,-866.7194386623651,-866.7194386623651,0.0,true
n15_sc3_s42_ms4,27,pair,8,1;2;3;4;5;7;8;13,48175.410225433654,0,false,-866.7194386623651,,,false
n15_sc3_s42_ms4,27,pair_travel_025,8,1;2;3;4;9;10;12;15,27398.319493255312,3,true,-866.7194386623651,-866.7194386623651,0.0,true
n15_sc3_s42_ms4,27,pair_travel_050,8,1;2;3;4;5;9;10;12,14505.95346241251,3,true,-866.7194386623651,-866.7194386623651,0.0,true
n15_sc3_s42_ms4,27,pair_travel_100,8,1;2;3;4;5;6;7;12,400.0000000000018,2,true,-866.7194386623651,-363.0018705315324,0.5811771902892078,false
n15_sc3_s42_ms4,27,theta4_pair,8,1;2;3;5;8;9;10;11,48047.551705268015,1,true,-866.7194386623651,-243.8420621118621,0.7186609054387991,false
n15_sc3_s42_ms4,27,theta4_pair_travel_050,8,1;2;3;4;9;10;11;12,14505.95346241251,4,true,-866.7194386623651,-866.7194386623651,0.0,true
n15_sc3_s42_ms4,28,marginal_rho,8,1;2;3;4;6;10;13;14,42517.442383984904,0,false,-13.725059479895208,,,false
n15_sc3_s42_ms4,28,theta_load,8,2;3;4;9;10;11;12;15,44738.59680131442,2,true,-13.725059479895208,-13.725059479895208,0.0,true
n15_sc3_s42_ms4,28,pair,8,1;2;3;4;5;7;8;13,48230.34526987653,0,false,-13.725059479895208,,,false
n15_sc3_s42_ms4,28,pair_travel_025,8,1;2;3;4;9;10;12;15,30804.072474688415,1,true,-13.725059479895208,-13.725059479895208,0.0,true
n15_sc3_s42_ms4,28,pair_travel_050,8,1;3;4;5;7;9;10;12,16771.7963625726,1,true,-13.725059479895208,-13.725059479895208,0.0,true
n15_sc3_s42_ms4,28,pair_travel_100,8,1;2;3;4;5;6;7;12,594.8007869734374,0,false,-13.725059479895208,,,false
n15_sc3_s42_ms4,28,theta4_pair,8,1;2;3;5;8;9;10;11,48102.48674971091,2,true,-13.725059479895208,-4.668149284695573,0.6598813075066385,false
n15_sc3_s42_ms4,28,theta4_pair_travel_050,8,1;3;4;5;9;10;11;12,16771.7963625726,3,true,-13.725059479895208,-13.725059479895208,0.0,true
n15_sc3_s42_ms4,29,marginal_rho,8,1;2;3;4;6;10;13;14,42517.442383984904,0,false,-13.725059479895208,,,false
n15_sc3_s42_ms4,29,theta_load,8,2;3;4;9;10;11;12;15,44733.92865202974,1,true,-13.725059479895208,-13.725059479895208,0.0,true
n15_sc3_s42_ms4,29,pair,8,1;2;3;4;5;7;8;13,48230.34526987653,0,false,-13.725059479895208,,,false
n15_sc3_s42_ms4,29,pair_travel_025,8,1;2;3;4;9;10;12;15,30790.34741520852,1,true,-13.725059479895208,-13.725059479895208,0.0,true
n15_sc3_s42_ms4,29,pair_travel_050,8,1;3;4;5;7;9;10;12,16771.7963625726,1,true,-13.725059479895208,-13.725059479895208,0.0,true
n15_sc3_s42_ms4,29,pair_travel_100,8,1;2;3;4;5;6;7;12,594.8007869734374,0,false,-13.725059479895208,,,false
n15_sc3_s42_ms4,29,theta4_pair,8,1;2;3;5;8;9;10;11,48097.81860042621,0,false,-13.725059479895208,,,false
n15_sc3_s42_ms4,29,theta4_pair_travel_050,8,1;3;4;5;9;10;11;12,16771.7963625726,1,true,-13.725059479895208,-13.725059479895208,0.0,true
n15_sc3_s42_ms4,30,marginal_rho,8,1;2;3;4;6;10;13;14,42517.442383984904,0,false,-13.725059479895208,,,false
n15_sc3_s42_ms4,30,theta_load,8,2;3;4;9;10;11;12;15,44733.928652029725,1,true,-13.725059479895208,-13.725059479895208,0.0,true
n15_sc3_s42_ms4,30,pair,8,1;2;3;4;5;7;8;13,48230.34526987653,0,false,-13.725059479895208,,,false
n15_sc3_s42_ms4,30,pair_travel_025,8,1;2;3;4;9;10;12;15,30790.34741520852,1,true,-13.725059479895208,-13.725059479895208,0.0,true
n15_sc3_s42_ms4,30,pair_travel_050,8,1;3;4;5;7;9;10;12,16771.7963625726,1,true,-13.725059479895208,-13.725059479895208,0.0,true
n15_sc3_s42_ms4,30,pair_travel_100,8,1;2;3;4;5;6;7;12,594.8007869734374,0,false,-13.725059479895208,,,false
n15_sc3_s42_ms4,30,theta4_pair,8,1;2;3;5;8;9;10;11,48097.81860042621,0,false,-13.725059479895208,,,false
n15_sc3_s42_ms4,30,theta4_pair_travel_050,8,1;3;4;5;9;10;11;12,16771.7963625726,1,true,-13.725059479895208,-13.725059479895208,0.0,true
n15_sc3_s42_ms4,31,marginal_rho,8,1;2;3;4;6;10;13;14,42517.44238398492,0,false,-13.725059479895208,,,false
n15_sc3_s42_ms4,31,theta_load,8,2;3;4;9;10;11;12;15,44733.92865202973,1,true,-13.725059479895208,-13.725059479895208,0.0,true
n15_sc3_s42_ms4,31,pair,8,1;2;3;4;5;7;8;13,48230.34526987653,0,false,-13.725059479895208,,,false
n15_sc3_s42_ms4,31,pair_travel_025,8,1;2;3;4;9;10;12;15,30776.62235572862,1,true,-13.725059479895208,-13.725059479895208,0.0,true
n15_sc3_s42_ms4,31,pair_travel_050,8,1;3;4;5;7;9;10;12,16771.7963625726,1,true,-13.725059479895208,-13.725059479895208,0.0,true
n15_sc3_s42_ms4,31,pair_travel_100,8,1;2;3;4;5;6;7;12,594.8007869734374,0,false,-13.725059479895208,,,false
n15_sc3_s42_ms4,31,theta4_pair,8,1;2;3;5;8;9;10;11,48097.81860042621,0,false,-13.725059479895208,,,false
